[waist_yaw_joint,waist_roll_joint,waist_pitch_joint,left_shoulder_pitch_joint,left_shoulder_roll_joint,left_shoulder_yaw_joint,left_elbow_joint,left_wrist_roll_joint,left_wrist_pitch_joint,left_wrist_yaw_joint,right_shoulder_pitch_joint,right_shoulder_roll_joint,right_shoulder_yaw_joint,right_elbow_joint,right_wrist_roll_joint,right_wrist_pitch_joint,right_wrist_yaw_joint]
[0.280000,0.000000,0.000000,0.325025,0.171037,-0.349000,0.212100,1.033084,-0.024717,0.308186,0.331009,-0.264997,0.349000,0.244000,-0.643350,0.106606,-0.320694]
[0.270000,0.000000,0.000000,0.324959,0.170940,-0.349000,0.211822,1.032849,-0.024866,0.309104,0.330985,-0.265004,0.349000,0.244000,-0.643087,0.105640,-0.320841]
[0.260000,0.000000,0.000000,0.325000,0.171000,-0.349000,0.211000,1.032000,-0.024000,0.309000,0.331000,-0.265000,0.349000,0.244000,-0.644000,0.105000,-0.320000]
[0.250000,0.000000,0.000000,0.325687,0.171812,-0.349000,0.210233,1.031059,-0.023397,0.309724,0.331097,-0.264972,0.349000,0.244000,-0.644831,0.105739,-0.320059]
[0.240000,0.000000,0.000000,0.326601,0.171994,-0.349000,0.209530,1.031451,-0.021612,0.310381,0.330500,-0.265108,0.349000,0.244000,-0.645140,0.106141,-0.319430]
[0.230000,0.000000,0.000000,0.327070,0.172201,-0.349000,0.208699,1.032066,-0.019336,0.311575,0.329903,-0.264770,0.349000,0.244000,-0.644823,0.105929,-0.319115]
[0.220000,0.000000,0.000000,0.327000,0.173000,-0.349000,0.208000,1.032000,-0.018000,0.314000,0.330000,-0.264000,0.349000,0.244000,-0.644000,0.106000,-0.320000]
[0.210000,0.000000,0.000000,0.326997,0.172983,-0.349001,0.208007,1.032743,-0.017234,0.316367,0.330015,-0.264042,0.349000,0.244002,-0.643146,0.106696,-0.320036]
[0.200000,0.000000,0.000000,0.326974,0.173383,-0.348998,0.207705,1.033202,-0.016480,0.318002,0.329991,-0.263534,0.349000,0.243993,-0.642998,0.107706,-0.320092]
[0.190000,0.000000,0.000000,0.327060,0.174295,-0.349004,0.206484,1.032770,-0.015827,0.319613,0.330006,-0.262883,0.349000,0.244014,-0.642858,0.110012,-0.319741]
[0.180000,0.000000,0.000000,0.327000,0.175000,-0.349000,0.204000,1.032000,-0.016000,0.321000,0.330000,-0.263000,0.349000,0.244000,-0.642000,0.113000,-0.319000]
[0.170000,0.000000,0.000000,0.326162,0.175631,-0.348972,0.200166,1.031432,-0.016639,0.321621,0.329971,-0.263105,0.349000,0.243907,-0.641155,0.113745,-0.319723]
[0.160000,0.000000,0.000000,0.325982,0.177319,-0.349108,0.195920,1.029149,-0.012572,0.328653,0.330109,-0.262521,0.349000,0.244483,-0.640944,0.115265,-0.320151]
[0.150000,0.000000,0.000000,0.323597,0.182056,-0.348692,0.174107,1.021765,-0.005965,0.337238,0.329767,-0.261848,0.349000,0.245132,-0.640987,0.117800,-0.319921]
[0.140000,0.000000,0.000000,0.314000,0.191000,-0.343000,0.122000,1.010000,-0.001000,0.342000,0.329000,-0.262000,0.349000,0.245000,-0.641000,0.119000,-0.320000]
[0.130000,0.000000,0.000000,0.291617,0.205438,-0.324198,0.053328,0.999145,0.004751,0.348687,0.329064,-0.262823,0.349000,0.244329,-0.641635,0.117691,-0.320735]
[0.120000,0.000000,0.000000,0.243967,0.233263,-0.293033,-0.013302,0.984183,0.016706,0.354292,0.328450,-0.262998,0.349000,0.243165,-0.642919,0.115764,-0.321306]
[0.110000,0.000000,0.000000,0.174145,0.266612,-0.255102,-0.062946,0.957349,0.023395,0.349656,0.328066,-0.263181,0.349000,0.241269,-0.644563,0.114871,-0.320513]
[0.100000,0.000000,0.000000,0.096000,0.295000,-0.224000,-0.088000,0.923000,0.023000,0.330000,0.329000,-0.264000,0.349000,0.239000,-0.646000,0.115000,-0.318000]
[0.090000,0.000000,0.000000,0.021966,0.319583,-0.216505,-0.087372,0.898940,0.035811,0.303407,0.329802,-0.264127,0.349000,0.237439,-0.646749,0.115410,-0.314903]
[0.080000,0.000000,0.000000,-0.038365,0.334899,-0.223797,-0.059465,0.882961,0.043726,0.286039,0.330390,-0.263576,0.349000,0.236063,-0.647637,0.118237,-0.312666]
[0.070000,0.000000,0.000000,-0.083629,0.339488,-0.234358,-0.015987,0.873913,0.046274,0.275161,0.331461,-0.262685,0.349000,0.234419,-0.647911,0.122229,-0.311895]
[0.060000,0.000000,0.000000,-0.117000,0.336000,-0.243000,0.030000,0.871000,0.052000,0.263000,0.333000,-0.262000,0.349000,0.233000,-0.647000,0.125000,-0.311000]
[0.050000,0.000000,0.000000,-0.140026,0.327447,-0.250503,0.076291,0.869175,0.056623,0.252735,0.333859,-0.262023,0.349000,0.232845,-0.646209,0.127057,-0.307356]
[0.040000,0.000000,0.000000,-0.150485,0.316736,-0.258140,0.118365,0.869703,0.061047,0.240284,0.334131,-0.261651,0.349000,0.233444,-0.645579,0.130559,-0.303802]
[0.030000,0.000000,0.000000,-0.149804,0.304959,-0.265151,0.154325,0.871571,0.067458,0.228812,0.333815,-0.260606,0.349000,0.234313,-0.644613,0.133794,-0.301121]
[0.020000,0.000000,0.000000,-0.142000,0.293000,-0.271000,0.184000,0.874000,0.075000,0.222000,0.333000,-0.259000,0.349000,0.236000,-0.644000,0.135000,-0.299000]
[0.010000,0.000000,0.000000,-0.130310,0.282438,-0.277031,0.207215,0.879594,0.079817,0.216352,0.332230,-0.256701,0.349000,0.239586,-0.645423,0.135898,-0.298244]
[0.000000,0.000000,0.000000,-0.117161,0.271931,-0.282676,0.226724,0.887230,0.083315,0.213292,0.331547,-0.254932,0.349000,0.243741,-0.646748,0.135684,-0.297255]
[0.000000,0.000000,0.000000,-0.103281,0.261732,-0.287541,0.242968,0.896091,0.087615,0.208944,0.330664,-0.253468,0.349000,0.246840,-0.646989,0.134657,-0.297355]
[0.000000,0.000000,0.000000,-0.089000,0.252000,-0.292000,0.256000,0.906000,0.093000,0.201000,0.330000,-0.252000,0.349000,0.249000,-0.647000,0.134000,-0.299000]
[0.000000,0.000000,0.000000,-0.075352,0.241365,-0.296575,0.268034,0.916037,0.097762,0.195182,0.330667,-0.251301,0.349000,0.251975,-0.647760,0.134033,-0.299050]
[0.000000,0.000000,0.000000,-0.062649,0.231958,-0.300560,0.279961,0.924075,0.100828,0.192636,0.331535,-0.250025,0.349000,0.254762,-0.648175,0.133751,-0.299211]
[0.000000,0.000000,0.000000,-0.051515,0.222746,-0.304274,0.292054,0.931762,0.102437,0.191716,0.332253,-0.248643,0.349000,0.256389,-0.647814,0.134574,-0.298429]
