[waist_yaw_joint,waist_roll_joint,waist_pitch_joint,left_shoulder_pitch_joint,left_shoulder_roll_joint,left_shoulder_yaw_joint,left_elbow_joint,left_wrist_roll_joint,left_wrist_pitch_joint,left_wrist_yaw_joint,right_shoulder_pitch_joint,right_shoulder_roll_joint,right_shoulder_yaw_joint,right_elbow_joint,right_wrist_roll_joint,right_wrist_pitch_joint,right_wrist_yaw_joint]
[0.000000,0.000000,0.000000,0.263315,0.168000,-0.183439,-0.022017,-0.131917,-0.042923,-0.182604,0.231413,-0.159411,0.220632,0.043446,0.220841,-0.021840,0.214193]
[0.000000,0.000000,0.000000,0.263022,0.168000,-0.183965,-0.021999,-0.131988,-0.043000,-0.182972,0.231034,-0.159033,0.220043,0.044885,0.220060,-0.022916,0.214948]
[0.000000,0.000000,0.000000,0.262748,0.168000,-0.184348,-0.022031,-0.132224,-0.042924,-0.183322,0.230556,-0.158559,0.219510,0.046423,0.219275,-0.024017,0.215558]
[0.000000,0.000000,0.000000,0.262495,0.167999,-0.184609,-0.022080,-0.132550,-0.042706,-0.183623,0.230025,-0.158032,0.219022,0.047991,0.218501,-0.025092,0.216052]
[0.000000,0.000000,0.000000,0.262255,0.167999,-0.184802,-0.022092,-0.132847,-0.042393,-0.183854,0.229500,-0.157507,0.218547,0.049504,0.217758,-0.026082,0.216496]
[0.000000,0.000000,0.000000,0.262022,0.168000,-0.184981,-0.022014,-0.132998,-0.042035,-0.183992,0.229039,-0.157040,0.218050,0.050878,0.217063,-0.026928,0.216953]
[0.000000,0.000000,0.000000,0.261790,0.168001,-0.185194,-0.021809,-0.132911,-0.041679,-0.184026,0.228689,-0.156676,0.217510,0.052049,0.216436,-0.027586,0.217473]
[0.000000,0.000000,0.000000,0.261551,0.168002,-0.185440,-0.021523,-0.132647,-0.041364,-0.183997,0.228430,-0.156404,0.216959,0.053058,0.215884,-0.028096,0.218022]
[0.000000,0.000000,0.000000,0.261300,0.168002,-0.185704,-0.021234,-0.132315,-0.041127,-0.183966,0.228223,-0.156195,0.216451,0.053980,0.215416,-0.028528,0.218539]
[0.000000,0.000000,0.000000,0.261032,0.168000,-0.185970,-0.021017,-0.132026,-0.041005,-0.183991,0.228024,-0.156020,0.216039,0.054892,0.215038,-0.028949,0.218960]
[0.000000,0.000000,0.000000,0.260745,0.167997,-0.186226,-0.020932,-0.131871,-0.041018,-0.184122,0.227800,-0.155847,0.215759,0.055856,0.214750,-0.029418,0.219243]
[0.000000,0.000000,0.000000,0.260460,0.167993,-0.186473,-0.020946,-0.131842,-0.041096,-0.184348,0.227552,-0.155648,0.215558,0.056863,0.214520,-0.029926,0.219442]
[0.000000,0.000000,0.000000,0.260208,0.167993,-0.186718,-0.020992,-0.131895,-0.041134,-0.184637,0.227292,-0.155394,0.215350,0.057880,0.214299,-0.030442,0.219647]
[0.000000,0.000000,0.000000,0.260019,0.167999,-0.186966,-0.021005,-0.131987,-0.041031,-0.184956,0.227034,-0.155054,0.215052,0.058870,0.214040,-0.030937,0.219947]
[0.000000,0.000000,0.000000,0.259917,0.168012,-0.187222,-0.020924,-0.132076,-0.040713,-0.185275,0.226788,-0.154608,0.214597,0.059801,0.213712,-0.031377,0.220411]
[0.000000,0.000000,0.000000,0.259893,0.168026,-0.187480,-0.020738,-0.132130,-0.040301,-0.185568,0.226549,-0.154092,0.214044,0.060642,0.213370,-0.031728,0.220975]
[0.016667,0.000000,0.000000,0.259924,0.168028,-0.187732,-0.020451,-0.132122,-0.039988,-0.185811,0.226304,-0.153560,0.213495,0.061361,0.213102,-0.031951,0.221526]
[0.033333,0.000000,0.000000,0.259989,0.168006,-0.187966,-0.020067,-0.132025,-0.039965,-0.185982,0.226043,-0.153068,0.213052,0.061928,0.212996,-0.032008,0.221953]
[0.050000,0.000000,0.000000,0.260063,0.167955,-0.188178,-0.019595,-0.131819,-0.040386,-0.186061,0.225756,-0.152667,0.212803,0.062323,0.213121,-0.031875,0.222161]
[0.066667,0.000000,0.000000,0.260117,0.167903,-0.188390,-0.019073,-0.131544,-0.041146,-0.186069,0.225468,-0.152363,0.212739,0.062586,0.213407,-0.031609,0.222185]
[0.083333,0.000000,0.000000,0.260116,0.167895,-0.188633,-0.018549,-0.131260,-0.042044,-0.186039,0.225212,-0.152148,0.212810,0.062778,0.213732,-0.031299,0.222108]
[0.100000,0.000000,0.000000,0.260027,0.167974,-0.188938,-0.018074,-0.131030,-0.042877,-0.186004,0.225023,-0.152015,0.212967,0.062964,0.213975,-0.031034,0.222012]
[0.116667,0.000000,0.000000,0.259825,0.168174,-0.189333,-0.017690,-0.130905,-0.043468,-0.185993,0.224930,-0.151954,0.213168,0.063196,0.214037,-0.030893,0.221970]
[0.133333,0.000000,0.000000,0.259548,0.168454,-0.189807,-0.017398,-0.130878,-0.043808,-0.186002,0.224916,-0.151946,0.213398,0.063465,0.213974,-0.030867,0.221979]
[0.150000,0.000000,0.000000,0.259262,0.168742,-0.190335,-0.017182,-0.130916,-0.043965,-0.186012,0.224949,-0.151968,0.213656,0.063733,0.213910,-0.030912,0.222002]
[0.166667,0.000000,0.000000,0.259032,0.168969,-0.190892,-0.017025,-0.130986,-0.044001,-0.186005,0.224993,-0.151996,0.213942,0.063963,0.213965,-0.030986,0.222005]
[0.183333,0.000000,0.000000,0.258914,0.169075,-0.191453,-0.016904,-0.131056,-0.043980,-0.185968,0.225019,-0.152010,0.214251,0.064121,0.214245,-0.031048,0.221960]
[0.200000,0.000000,0.000000,0.258896,0.169078,-0.191994,-0.016762,-0.131101,-0.043946,-0.185925,0.225024,-0.152010,0.214554,0.064192,0.214717,-0.031079,0.221900]
[0.216667,0.000000,0.000000,0.258936,0.169035,-0.192491,-0.016524,-0.131099,-0.043934,-0.185914,0.225016,-0.152003,0.214810,0.064167,0.215293,-0.031072,0.221882]
[0.233333,0.000000,0.000000,0.258990,0.169001,-0.192920,-0.016115,-0.131026,-0.043980,-0.185974,0.225003,-0.152000,0.214979,0.064041,0.215882,-0.031018,0.221964]
[0.250000,0.000000,0.000000,0.259023,0.169021,-0.193262,-0.015479,-0.130866,-0.044114,-0.186139,0.224992,-0.152005,0.215030,0.063811,0.216407,-0.030908,0.222191]
[0.266667,0.000000,0.000000,0.259028,0.169071,-0.193529,-0.014685,-0.130633,-0.044331,-0.186385,0.224987,-0.152016,0.215001,0.063522,0.216878,-0.030729,0.222507]
[0.283333,0.000000,0.000000,0.259018,0.169094,-0.193750,-0.013862,-0.130356,-0.044609,-0.186669,0.224989,-0.152019,0.214961,0.063240,0.217347,-0.030465,0.222806]
[0.300000,0.000000,0.000000,0.259003,0.169032,-0.193953,-0.013139,-0.130066,-0.044924,-0.186943,0.224997,-0.152006,0.214980,0.063031,0.217867,-0.030100,0.222986]
[0.316667,0.000000,0.000000,0.258994,0.168839,-0.194164,-0.012630,-0.129790,-0.045253,-0.187169,0.225012,-0.151970,0.215118,0.062950,0.218485,-0.029625,0.222957]
