[waist_yaw_joint,waist_roll_joint,waist_pitch_joint,left_shoulder_pitch_joint,left_shoulder_roll_joint,left_shoulder_yaw_joint,left_elbow_joint,left_wrist_roll_joint,left_wrist_pitch_joint,left_wrist_yaw_joint,right_shoulder_pitch_joint,right_shoulder_roll_joint,right_shoulder_yaw_joint,right_elbow_joint,right_wrist_roll_joint,right_wrist_pitch_joint,right_wrist_yaw_joint]
[0.000000,0.000000,0.000000,0.264441,0.191536,-0.100524,0.044493,0.093200,-0.235006,0.379582,-0.038007,0.000000,0.349000,0.081004,-0.074825,-0.083772,-0.150395]
[0.000000,0.000000,0.000000,0.265033,0.190613,-0.099255,0.043534,0.092604,-0.233491,0.376971,-0.037976,-0.000000,0.349000,0.081307,-0.075477,-0.084776,-0.151217]
[0.000000,0.000000,0.000000,0.265289,0.189589,-0.097468,0.042950,0.091825,-0.232738,0.375847,-0.038079,0.000000,0.349000,0.082349,-0.075866,-0.086296,-0.150593]
[0.000000,0.000000,0.000000,0.266131,0.188917,-0.096966,0.042871,0.092291,-0.231459,0.376056,-0.037725,-0.000000,0.349000,0.083387,-0.076802,-0.087895,-0.150088]
[0.000000,0.000000,0.000000,0.265915,0.189025,-0.096959,0.041524,0.093092,-0.229562,0.375936,-0.036930,0.000000,0.349000,0.083924,-0.079191,-0.090119,-0.151383]
[0.000000,0.000000,0.000000,0.266174,0.188983,-0.097158,0.039728,0.092972,-0.227428,0.376164,-0.036941,-0.000000,0.349000,0.082735,-0.077535,-0.088697,-0.151894]
[0.000000,0.000000,0.000000,0.267030,0.189032,-0.098051,0.038895,0.093023,-0.224777,0.377048,-0.035736,0.000000,0.349000,0.081978,-0.075909,-0.087965,-0.150942]
[0.000000,0.000000,0.000000,0.267063,0.188933,-0.098023,0.037888,0.092959,-0.223871,0.377028,-0.033890,-0.000000,0.349000,0.081960,-0.075997,-0.088006,-0.150971]
[0.000000,0.000000,0.000000,0.267999,0.187994,-0.099045,0.037006,0.091962,-0.221967,0.378039,-0.032963,0.000000,0.349000,0.080972,-0.076023,-0.088000,-0.149965]
[0.000000,0.000000,0.000000,0.267020,0.188952,-0.100939,0.037982,0.091001,-0.221985,0.379921,-0.031058,0.000000,0.349000,0.080035,-0.077005,-0.088003,-0.149016]
[0.000000,0.000000,0.000000,0.267015,0.190833,-0.103657,0.037211,0.091111,-0.221287,0.383625,-0.029171,-0.000000,0.349000,0.078208,-0.075224,-0.087194,-0.148961]
[0.000000,0.000000,0.000000,0.266165,0.192735,-0.108396,0.034274,0.088377,-0.216496,0.387631,-0.027201,0.000000,0.349000,0.075434,-0.072483,-0.083622,-0.149812]
[0.000000,0.000000,0.000000,0.265180,0.194608,-0.111491,0.033905,0.087066,-0.215780,0.388886,-0.026246,-0.000000,0.349000,0.072497,-0.068681,-0.079627,-0.150990]
[0.000000,0.000000,0.000000,0.264235,0.196567,-0.114323,0.033995,0.086418,-0.216645,0.389787,-0.024443,0.000000,0.349000,0.070440,-0.066283,-0.077304,-0.150150]
[0.000000,0.000000,0.000000,0.263348,0.197843,-0.116447,0.034503,0.084018,-0.218591,0.390119,-0.023311,-0.000000,0.349000,0.068637,-0.065418,-0.076403,-0.150665]
[0.000000,0.000000,0.000000,0.261878,0.198014,-0.118349,0.036744,0.080891,-0.218824,0.389485,-0.021784,0.000000,0.349000,0.066585,-0.063539,-0.074579,-0.151069]
[0.000000,0.000000,0.000000,0.259151,0.198097,-0.119719,0.040407,0.079146,-0.220761,0.387833,-0.019786,-0.000000,0.349000,0.065448,-0.063070,-0.073929,-0.151085]
[0.000000,0.000000,0.000000,0.256938,0.197444,-0.120335,0.043775,0.079293,-0.222409,0.386182,-0.017926,0.000000,0.349000,0.063924,-0.061908,-0.073578,-0.150433]
[0.000000,0.000000,0.000000,0.254554,0.196939,-0.122373,0.046081,0.081112,-0.221409,0.386428,-0.016027,-0.000000,0.349000,0.062431,-0.060932,-0.072488,-0.149995]
